accountsreceivableall,accountsreceivablecollections,accountsreceivableguest,accountsreceivableinsurance,accountsreceivablepatient,arcaptureratebybilling,arcaptureratebybillingdenominator,arcaptureratebybillingnumerator,arcaptureratebyorder,arcaptureratebyorderdenominator,arcaptureratebyordernumerator,contactlenscapturerate,contactlenscaptureratedenominator,contactlenscaptureratenumerator,contactlenssales,eyeglasscaptureratebybilling,eyeglasscaptureratebybillingdenominator,eyeglasscaptureratebybillingnumerator,eyeglasscaptureratebyorder,eyeglasscaptureratebyorderdenominator,eyeglasscaptureratebyordernumerator,medicalmanagementratio,medicalmanagementratiodenominator,medicalmanagementrationumerator,newpatientpercentage,newpatientpercentagedenominator,newpatientpercentagenumerator,patientage0to9,patientage100to109,patientage10to19,patientage110to119,patientage20to29,patientage30to39,patientage40to49,patientage50to59,patientage60to69,patientage70to79,patientage80to89,patientage90to99,patientgenderfemale,patientgendermale,patientgenderunknown,productionbooked,productionbookeddenominator,productionbookednumerator,productioncompleted,productioncompleteddenominator,productioncompletednumerator,ratio9921x,ratio9921xdenominator,ratio9921xnumerator,receiptsbyproviderall,receiptsbyprovidercollections,receiptsbyproviderguest,receiptsbyproviderinsurance,receiptsbyproviderpatient,salesbyproviderall,salesbyproviderguest,salesbyproviderinsurance,salesbyproviderpatient
43920.95,600,0,39289.53,4031.42,0.781420765,183,143,0.76056338,213,162,0.592592593,108,64,30924.5,0.346994536,366,127,0.363387978,366,133,0.438697318,522,229,0.507843137,510,259,38,0,83,0,60,138,140,100,69,24,2,1,344,312,0,0.460161146,1117,514,0.434198747,1117,485,1.58490566,53,84,164516.01,171.5,0,54159.83,110184.68,173564.01,0,84314.76,89061.35
56257.1,7065.09,0,39287.69,9904.32,0.346863469,271,94,0.348754448,281,98,0.823076923,130,107,22252.75,0.437238494,478,209,0.443514644,478,212,0.475903614,830,395,0.252512563,796,201,31,0,112,0,93,72,126,200,220,90,26,5,601,374,0,0.870864461,937,816,0.719316969,937,674,0.172093023,215,37,150792.61,36,0,79720.45,71036.16,146881.5,0,119885.84,26052.87
43755.83,339.72,0,39285.38,4130.73,0.849462366,279,237,0.852739726,292,249,0.476923077,195,93,35323.06,0.350588235,425,149,0.350588235,425,149,0.098425197,508,50,0.367588933,506,186,52,0,113,0,58,119,154,93,54,21,3,1,388,280,0,0.796324655,653,520,0.765696784,653,500,0.083333333,36,3,189207.89,0,137.17,64716.58,124354.14,202879.32,137.17,121388.06,81497.29
43275.96,0,0,39274,4001.96,0.374524715,526,197,0.389587074,557,217,0.504950495,101,51,12338.87,0.637457045,582,371,0.637457045,582,371,0.033280507,631,21,0.70942813,647,459,58,0,174,0,39,64,79,85,151,95,42,6,475,318,0,0.673249551,1114,750,0.605924596,1114,675,0,4,0,111465.97,0,0,46675.74,64790.23,121303.27,0,90847.91,30455.36
42221.61,0,0,39253.7,2967.91,0.539325843,178,96,0.539325843,178,96,0.672413793,58,39,12154.13,0.551282051,234,129,0.551282051,234,129,0.255395683,278,71,0.728873239,284,207,25,0,61,1,32,52,78,62,31,6,4,1,208,145,0,0.421974522,628,265,0.396496815,628,249,0.444444444,9,4,69326.66,0,0,21860.55,47466.11,80949.44,0,50752.49,30196.95
58523.83,11096.99,0,39224.11,8202.73,0.281779661,472,133,0.261121857,517,135,0.568421053,95,54,10503.7,0.664804469,537,357,0.696461825,537,374,0.198707593,619,123,0.445561139,597,266,106,0,252,1,48,73,99,86,55,14,7,1,451,289,2,0.693251534,163,113,0.527607362,163,86,0.214285714,56,12,111461.25,233.79,0,63881.2,47346.26,95889.67,0,65857.96,28256.31
58942.5,4665.9,0,39203.09,15073.51,0.488038278,418,204,0.50212766,470,236,0.788732394,71,56,11116,0.584178499,493,288,0.592292089,493,292,0.261637239,623,163,0.372391653,623,232,50,0,174,1,91,101,101,119,94,72,23,2,511,317,0,0.672955975,636,428,0.632075472,636,402,3.4,20,68,177322.42,118.34,0,94319.7,82884.38,164575.91,0,116652.89,47680.24
49270.41,0,0,39189.63,10080.78,0.822033898,118,97,0.825396825,126,104,0.368159204,201,74,46207.89,0.243421053,304,74,0.243421053,304,74,0.478651685,445,213,0.095860566,459,44,11,0,87,0,50,74,79,125,97,45,21,3,368,224,0,0.676848875,622,421,0.649517685,622,404,0.024193548,124,3,128601.67,0,0,21125.76,107475.91,177920.7,0,99011.33,78909.37
48782.77,0,0,39182.27,9600.5,0.847619048,210,178,0.840466926,257,216,0.838709677,124,104,37127.7,0.298765432,405,121,0.316049383,405,128,0.213592233,412,88,0.283410138,434,123,23,0,84,0,42,72,113,90,78,46,17,2,331,236,1,0,0,0,0,0,0,1.136363636,22,25,135695.13,0,0,29331.09,106364.04,144090.41,0,85618.35,58472.06
44708.56,0,97.5,39160.54,5450.52,0.570093458,107,61,0.574074074,108,62,0.433962264,53,23,6371,0.234375,192,45,0.234375,192,45,0.366935484,248,91,0.486725664,226,110,7,0,29,0,37,47,56,48,43,25,4,1,154,143,0,0.625641026,390,244,0.576923077,390,225,3.933333333,15,59,78787.37,0,681.42,26790.13,51315.82,88556.4,681.42,65205.49,22669.49
45404.2,0,0,39158.44,6245.76,0.69921875,256,179,0.687732342,269,185,0.791946309,149,118,28130.14,0.405895692,441,179,0.405895692,441,179,0.11205074,473,53,0.422845691,499,211,82,0,118,0,53,98,121,74,33,22,10,0,350,261,0,0.57791411,815,471,0.527607362,815,430,0.266666667,15,4,135060.22,0,0,41502.95,93557.27,129498.1,0,78422.96,51075.14
53323.9,648.38,0,39156.51,13519.01,0.69047619,210,145,0.695454545,220,153,0,164,0,43575.5,0.259593679,443,115,0.261851016,443,116,0.336734694,588,198,0.206322795,601,124,11,0,52,1,83,74,85,108,191,78,39,8,420,311,0,0.685746352,891,611,0.657687991,891,586,0.058823529,51,3,179690.38,0,0,42512.41,137177.97,185616.68,0,54741.73,130874.95
70663.63,2200.08,0,39147.6,29315.95,0.284644195,267,76,0.288808664,277,80,0.886363636,88,78,18078,0.455729167,384,175,0.463541667,384,178,0.584033613,476,278,0.157684631,501,79,33,0,84,0,56,57,78,119,126,80,50,16,389,312,0,0.471559633,545,257,0.440366972,545,240,0.020408163,49,1,126609.46,25,0,46081.32,80503.14,132754.36,0,88575.57,42924.54
43288.38,0,0,39144.69,4143.69,0.514018692,321,165,0.523809524,336,176,0.550561798,178,98,24230.35,0.304418985,611,186,0.304418985,611,186,0.6125,560,343,0.08034188,585,47,4,0,45,0,50,56,61,119,156,163,81,23,435,323,1,0.761297798,863,657,0.732329085,863,632,0,0,0,174067.6,0,41,44186.33,129840.27,169188.96,41,84863.71,84284.25
62310.63,10729.11,0,39138.97,12442.55,0.295145631,515,152,0.317241379,580,184,0.731343284,67,49,13340.31,0.43373494,498,216,0.43373494,498,216,0.544342508,654,356,0.247663551,642,159,92,0,151,1,78,58,50,105,132,137,98,13,515,401,0,0.517229843,2989,1546,0.223151556,2989,667,1.1,140,154,252360.23,82.83,0,128209.28,124068.12,231072.11,0,144409.68,86526.61
54810.47,0,0,39135.6,15674.87,0.398713826,311,124,0.398119122,319,127,0.442176871,147,65,17365.59,0.285245902,610,174,0.286885246,610,175,0.557235421,463,258,0.097770154,583,57,25,1,76,0,61,50,60,103,140,92,36,16,402,248,10,0.871900826,484,422,0.818181818,484,396,0.428571429,42,18,140005.73,0,0,33062.72,106943.01,138551.9,0,60707.12,77844.78
56486.22,2252.22,0,39129.87,15104.13,0.441295547,247,109,0.458598726,314,144,0.829787234,94,78,22178.24,0.385514019,428,165,0.408878505,428,175,0.583479789,569,332,0.221070812,579,128,23,1,126,0,73,87,88,109,111,96,43,14,452,319,0,0.805706522,736,593,0.778532609,736,573,2.366666667,30,71,161193.83,0,0,50442.32,110751.51,176409.24,0,83106.32,93167.92
66141.68,0,0,39129.25,27012.43,0.444816054,299,133,0.45659164,311,142,0.797297297,148,118,24277.9,0.404669261,514,208,0.406614786,514,209,0.386913229,703,272,0.271428571,700,190,45,0,95,0,101,120,109,173,152,100,62,16,532,441,0,0.856651376,872,747,0.799311927,872,697,4.65,20,93,183743.54,0,0,77855.08,105888.46,185119.05,0,114255.1,70863.95
45044.37,0,0,39116.87,5927.5,0,1,0,0,1,0,0,449,0,0,0,1376,0,0,1376,0,0.250165453,1511,378,0.455637091,1499,683,30,0,186,0,230,207,274,318,248,71,20,2,892,694,1,0,1,0,0,1,0,0.071428571,70,5,149703.2,0,0,52472.1,97231.1,147159.66,0,72339.82,74819.84
61008.88,14774.89,0,39116.74,7117.25,0.50390625,256,129,0.448051948,308,138,0.738461538,65,48,14494.44,0.372928177,362,135,0.375690608,362,136,0.579055441,487,282,0.168297456,511,86,34,0,102,0,54,43,67,105,167,153,89,10,495,329,0,0.589410589,1001,590,0.52047952,1001,521,0.225806452,31,7,190521.68,67.2,31,89948.53,100474.95,197324.65,31,146193.47,51144.98
57347.45,1165,0,39084.67,17097.78,0,113,0,0,118,0,0,61,0,11077.3,0.458646617,133,61,0.458646617,133,61,0.712264151,212,151,0.557603687,217,121,29,0,47,2,22,42,42,58,25,21,11,3,173,129,0,0.608247423,485,295,0.583505155,485,283,1.333333333,24,32,67048.71,57.5,0,17231.62,49759.59,71859.78,0,42396.26,29221.02
47103.83,1681.99,0,39076.37,6345.47,0.8,185,148,0.79144385,187,148,0.784090909,88,69,23751.71,0.495967742,248,123,0.495967742,248,123,0.375796178,314,118,0.412121212,330,136,36,0,95,0,45,60,76,63,46,16,2,1,264,176,0,0.885964912,342,303,0.815789474,342,279,0.47826087,23,11,98676.91,0,0,25371.09,73305.82,108940.75,0,77313.67,31658.74
44566.64,0,0,39034.62,5532.02,0.915966387,119,109,0.9,130,117,0.76,75,57,17567.98,0.402912621,206,83,0.412621359,206,85,0.62170088,341,212,0.582191781,292,170,12,0,21,1,51,99,52,55,59,29,18,9,256,150,0,0,1,0,0,1,0,0.2,65,13,119344.96,0,0,39931.3,79413.66,92795.63,0,47957.09,44838.54
43992,0,0,39015.2,4976.8,0.425,40,17,0.369565217,46,17,0.714285714,14,10,1578,0.648148148,54,35,0.666666667,54,36,0,56,0,1,75,75,27,0,16,0,9,12,6,9,3,3,0,0,55,30,0,0.271477663,291,79,0.182130584,291,53,0,0,0,6415.5,0,0,0,6415.5,21637.3,0,16492,5145.3
41825.83,0,0,38999.25,2826.58,0.471861472,231,109,0.469827586,232,109,0.834645669,127,106,19750.2,0.436464088,362,158,0.439226519,362,159,0.496519722,431,214,0.190854871,503,96,30,0,61,0,82,88,87,104,72,53,25,7,361,248,0,0.23723822,3056,725,0.165903141,3056,507,0.315789474,38,12,103525.12,0,0,39008.35,64516.77,116263.61,0,76170.06,40093.55
46637.65,0,0,38997.05,7640.6,0.574468085,94,54,0.578947368,95,55,0.698113208,106,74,11352.28,0.358649789,237,85,0.367088608,237,87,0.350230415,217,76,0.617647059,204,126,20,0,59,0,18,22,30,59,32,6,2,0,141,107,0,0.355555556,45,16,0.355555556,45,16,0.3125,16,5,21743.83,0,0,2238.48,19505.35,68381.48,0,52071.98,16309.5
63167.85,14681.14,0,38979.87,9506.84,0.460526316,380,175,0.469135802,405,190,0.78680203,197,155,48902.21,0.474796748,615,292,0.492682927,615,303,0.570491803,610,348,0.255568581,853,218,55,0,138,0,168,125,141,150,155,106,69,19,663,463,0,0.5292172,1814,960,0.506063947,1814,918,2.328571429,70,163,260247.31,191.81,0,88423.18,171632.32,257217.3,0,130592.67,125364.66
41964.02,0,0,38945.75,3018.27,0.514814815,270,139,0.516605166,271,140,0.70754717,106,75,23607.44,0.319480519,385,123,0.319480519,385,123,0.166959578,569,95,0.401709402,585,235,191,0,155,0,53,75,100,52,45,7,2,0,378,302,0,0.807965861,703,568,0.741109531,703,521,0.315789474,38,12,99930.23,0,0,40700.97,59229.26,111984.2,0,81418.3,30565.9
44595.09,0,0,38938.63,5656.46,0.477987421,477,228,0.47858473,537,257,0.646464646,99,64,23620.6,0.47993311,598,287,0.484949833,598,290,0.816838996,677,553,0.223837209,688,154,32,0,96,2,110,96,113,145,202,123,55,4,588,390,0,0.877742947,957,840,0.76384535,957,731,3.555555556,27,96,231387.03,0,0,95482.85,135904.18,224522.76,0,133284.87,91237.89
51959.73,1953.76,0,38925.16,11080.81,0.680555556,288,196,0.696594427,323,225,0.706896552,116,82,26869.32,0.502824859,354,178,0.514124294,354,182,0.361323155,393,142,0.173120729,439,76,24,0,127,0,58,44,93,110,86,41,23,5,375,236,0,0.941176471,272,256,0.908088235,272,247,0.25,4,1,129597.62,157.85,0,35906.82,93532.95,108338.88,0,-80703.11,188970.01
43788.05,0,51.39,38920.73,4815.93,0.274261603,474,130,0.279207921,505,141,0.713043478,115,82,18387.65,0.347133758,628,218,0.356687898,628,224,0.4002849,702,281,0.404795487,709,287,12,0,103,0,57,88,111,138,167,229,78,11,560,434,0,0.835063437,867,724,0.743944637,867,645,0,0,0,131325.25,0,420.17,50576.53,80328.55,140677.67,420.17,97748.93,42508.57
52480.62,0,0,38920.53,13560.09,0.078101072,653,51,0.077155825,661,51,0.710526316,152,108,24551.85,0.601485149,808,486,0.601485149,808,486,0.07918552,884,70,0.264248705,965,255,87,1,273,2,135,138,179,221,161,104,31,4,791,551,0,0.84296875,1280,1079,0.74375,1280,952,0.044444444,45,2,196742.24,0,0,75065.67,121676.57,207565.13,0,121962.65,85602.48
45910.57,0,0,38864.12,7046.45,0.752688172,279,210,0.737341772,316,233,0.673913043,92,62,16447.1,0.449275362,276,124,0.456521739,276,126,0.360759494,316,114,0.465045593,329,153,8,0,24,0,32,43,63,85,143,61,17,7,308,175,0,0.512315271,609,312,0.50410509,609,307,0,0,0,184397.63,0,0,38780.95,145616.68,176550.66,0,71645.38,104905.28
41188.12,0,571,38859.36,1757.76,0.880769231,260,229,0.883458647,266,235,0.606741573,178,108,34039.05,0.492227979,386,190,0.494818653,386,191,0.198660714,448,89,0.548245614,456,250,14,0,105,0,50,63,114,87,63,31,13,1,335,206,0,0.535940803,946,507,0.519027484,946,491,50,1,50,159428.18,0,76.65,50747.03,108604.5,156403.64,76.65,107456.46,48870.53
46408.37,0,0,38848.77,7559.6,0.425742574,505,215,0.443462898,566,251,0.877358491,212,186,34167.6,0.45828295,827,379,0.46191052,827,382,0.495784148,1186,588,0.17007874,1270,216,55,2,213,0,123,113,159,232,220,241,146,33,916,621,2,0.971929825,1140,1108,0.911403509,1140,1039,0.01980198,101,2,281567.34,0,100.5,112586.34,168880.5,272834.9,100.5,169597.64,103136.76
43003.45,0,0,38848.02,4155.43,0.143529412,425,61,0.158371041,442,70,0.823529412,102,84,18853.8,0.636781609,435,277,0.63908046,435,278,0.3072,625,192,0.578680203,591,342,122,0,227,0,93,92,66,92,59,18,13,1,485,298,0,0.899109792,674,606,0.738872404,674,498,0.6,5,3,140642.85,0,20,69759.2,70863.65,146994.07,20,95307.49,51666.58
52829.85,0,0,38843.03,13986.82,0.662745098,255,169,0.665413534,266,177,0.853658537,82,70,16085.96,0.552727273,275,152,0.552727273,275,152,0.227692308,325,74,0.195718654,327,64,27,0,61,0,37,51,72,92,63,38,15,2,275,183,0,0.886178862,369,327,0.83197832,369,307,0.066666667,15,1,97917.5,0,0,27684.16,70233.34,101896.16,0,58994.27,42901.89
53742.28,0,0,38839.86,14902.42,0.740384615,104,77,0.698275862,116,81,0.320754717,53,17,16743.25,0.409937888,161,66,0.416149068,161,67,0.568306011,183,104,0.223809524,210,47,2,0,19,0,32,29,43,64,53,29,11,0,159,123,0,0.385294118,340,131,0.297058824,340,101,0,12,0,72018.88,0,0,30146.31,41872.57,74824.76,0,48957.7,25867.06
52320.74,0,0,38830.25,13490.49,0.307086614,127,39,0.306569343,137,42,0.818181818,44,36,8400.55,0.177142857,525,93,0.179047619,525,94,0.183266932,251,46,0.245614035,228,56,25,1,100,0,84,69,94,134,172,113,80,15,526,361,0,0,2,0,0,2,0,0,1,0,32073.12,0,7.42,9710.48,22355.22,84367.28,7.42,56329.91,28029.95
41499.21,0,0,38824.24,2674.97,0.575221239,113,65,0.56302521,119,67,0.766666667,90,69,21818.67,0.361386139,202,73,0.361386139,202,73,0.08372093,215,18,0.310638298,235,73,10,0,46,0,32,40,59,50,34,18,5,2,157,139,0,0.649651972,431,280,0.60324826,431,260,0,5,0,74317.41,0,0,16194.5,58122.91,71788.25,0,41347.12,30441.13
61416.93,14850.51,0,38817.69,7748.73,0.303030303,132,40,0.295774648,142,42,0.202898551,69,14,6176.5,0.265306122,441,117,0.278911565,441,123,0.333860759,632,211,0.571675302,579,331,86,5,147,2,106,128,90,112,107,40,33,19,518,357,0,0.501901141,1052,528,0.403041825,1052,424,0.181818182,11,2,85316.61,629,0,38393.07,46294.54,94402.76,0,63484.28,18685.85
60706.21,9173.81,0,38812.73,12719.67,0.873385013,387,338,0.864450128,391,338,0.722580645,155,112,43672,0.395759717,566,224,0.397526502,566,225,0.356060606,660,235,0.183035714,672,123,79,0,139,0,96,121,116,151,147,44,10,0,511,392,0,0.922305764,798,736,0.902255639,798,720,2.551724138,29,74,258167.9,0,0,53278.8,204889.1,262563,0,59629.71,202881.06
53690.54,10388.33,0,38806.72,4495.49,0.342182891,339,116,0.341040462,346,118,0.621212121,66,41,11044.9,0.769662921,356,274,0.77247191,356,275,0.290540541,444,129,0.468384075,427,200,69,0,190,1,43,55,66,57,41,22,3,0,332,215,0,0.233695652,184,43,0.141304348,184,26,0.173913043,46,8,80852.8,52.41,0,43658.87,37141.52,93579.11,0,74407.03,17609.66
50651.51,1586.02,0,38802.13,10263.36,0.893982808,349,312,0.891566265,415,370,0.652941176,340,222,63628.56,0.249462366,930,232,0.260215054,930,242,0.391826923,1248,489,0.177225341,1247,221,21,0,177,0,124,143,248,280,328,185,54,8,962,606,0,0.750771129,1621,1217,0.714990746,1621,1159,0.02020202,99,2,319403.08,231.55,0,101356.37,217815.16,322585.35,0,171921.5,150605.85
48002.36,0,0,38792.05,9210.31,0,3,0,0,3,0,0,282,0,78360.27,0,779,0,0,779,0,0.074455899,873,65,0.373931624,936,350,64,0,212,8,147,243,280,252,145,37,7,0,759,637,0,0.88150289,1038,915,0.842003854,1038,874,0,0,0,353021.97,0,0,86502.4,266519.57,366661.64,0,431061.41,-64399.77
63448.93,2482.46,0,38740.15,22226.32,0.536964981,257,138,0.553505535,271,150,0.70625,160,113,22887.1,0.2625,560,147,0.267857143,560,150,0.730673317,802,586,0.279904306,836,234,27,0,75,0,63,61,125,168,204,239,90,13,643,422,0,0.840225564,1064,894,0.803571429,1064,855,0,63,0,164395.87,66.91,0,62902.16,101426.8,179155.79,0,112177.62,66302.99
45098.17,0,0,38723.33,6374.84,0.339240506,395,134,0.342298289,409,140,0.719626168,107,77,19507,0.55505618,445,247,0.557303371,445,248,0.178890877,559,100,0.217625899,556,121,29,0,92,0,59,77,105,116,157,43,8,0,411,275,0,0.882059801,602,531,0.838870432,602,505,0.909090909,22,20,155739.28,0,0,55433.05,100306.23,150081.76,0,100231.72,49850.04
214978.84,0,0,38717.64,176261.2,0,1,0,0,9,0,0.028169014,71,2,2851,0.012738854,314,4,0.012738854,314,4,0.458689459,351,161,0.399463807,373,149,57,1,185,0,135,170,152,193,271,274,108,17,871,692,0,1,28,28,0.928571429,28,26,1.076923077,13,14,67955.42,0,0,1823.09,66132.33,88991.08,0,40962.73,48028.35
43683.95,0,0,38717.25,4966.7,0.595959596,99,59,0.585585586,111,65,0.568627451,51,29,10136.5,0.458333333,144,66,0.486111111,144,70,0.331325301,166,55,0.94011976,167,157,9,0,10,0,48,68,30,17,17,7,6,1,123,90,0,0.292134831,267,78,0.262172285,267,70,0.333333333,9,3,43421.18,0,13,16514.58,26893.6,46116.23,13,26755.73,19347.5
45610.84,0,0,38681.71,6929.13,0.787234043,470,370,0.788973384,526,415,0.561111111,180,101,33643,0.592792793,555,329,0.607207207,555,337,0.588014981,801,471,0.283163265,784,222,78,0,200,0,141,77,114,149,116,93,44,5,612,405,0,0.791411043,1141,903,0.693251534,1141,791,0.188172043,186,35,212746.92,0,0,66622.09,146124.83,215341.59,0,131764.42,83577.17
47629.06,0,0,38664.57,8964.49,0.210762332,223,47,0.142857143,364,52,0,3,0,20771,0.125,8,1,0.125,8,1,0.052631579,19,1,0.96,25,24,38,0,91,0,68,82,100,157,114,80,18,0,412,336,0,0.96969697,33,32,0.03030303,33,1,0,1,0,139515.57,0,0,69619.62,69895.95,136488.12,0,88795.38,47692.74
51870.57,0,0,38659.57,13211,0.539325843,178,96,0.551351351,185,102,0.021978022,91,2,18708.5,0.416666667,336,140,0.422619048,336,142,0.741444867,526,390,0.201565558,511,103,100,0,142,4,60,42,52,74,85,59,7,1,325,301,0,0.330390921,5551,1834,0.12015853,5551,667,0,0,29,248406.17,0,0,64088.94,184317.23,220024.94,0,100672.16,119352.78
39896.5,0,0,38641.5,1255,0,1,0,0,2,0,0,186,0,0,0,429,0,0,429,0,0.268518519,432,116,0.981152993,902,885,29,0,160,0,228,177,154,140,66,15,2,2,268,165,540,0.258461538,650,168,0.212307692,650,138,0,0,0,18790,0,0,3553.5,15236.5,33565,0,17385.5,16179.5
54598.08,0,0,38636.54,15961.54,0.561604585,349,196,0.567867036,361,205,0.707692308,195,138,61985.07,0.394160584,548,216,0.397810219,548,218,0.185689949,587,109,0.212871287,606,129,44,0,128,0,107,107,123,190,130,65,16,4,553,361,2,0.894080997,642,574,0.838006231,642,538,0,4,0,275456.21,0,2739.72,42857.65,229858.84,237545.18,2739.72,76068.82,158736.64
69039.93,0,0,38615.71,30424.22,0.429347826,184,79,0.423280423,189,80,0.697247706,109,76,15578,0.246073298,382,94,0.246073298,382,94,0.821818182,550,452,0.116451017,541,63,13,0,58,3,58,38,68,122,163,142,65,10,426,313,21,0.364142539,1796,654,0.335746102,1796,603,0,1,0,130108.79,0,0,56475.15,73633.64,135926.44,0,81270.11,54656.33
40178.82,0,0,38557.83,1620.99,0.717171717,198,142,0.670886076,237,159,0.633587786,131,83,18598.6,0.414728682,258,107,0.449612403,258,116,0.185964912,285,53,0.871886121,281,245,0,1,14,0,161,137,54,46,13,2,0,0,249,186,2,0.839228296,311,261,0.768488746,311,239,0,30,0,123185.1,0,0,34002.97,89182.13,130888.93,0,64265.81,66623.12
60207.96,0,0,38549.96,21658,0.830028329,353,293,0.826330532,357,295,0.019047619,210,4,39428,0.282771536,534,151,0.282771536,534,151,0.272575251,598,163,0.3109375,640,199,26,1,111,2,164,210,149,156,155,80,10,5,600,469,0,0.789954338,876,692,0.72716895,876,637,0.142857143,7,1,249864.47,0,0,70996.81,178867.66,223373.56,0,88707.14,134666.42
40843,0,0,38539,2304,0,4,0,0,4,0,0,141,0,0,0,460,0,0,460,0,0.606382979,376,228,0.997840173,463,462,14,0,83,0,89,62,59,75,55,31,12,4,262,222,0,0.011827957,1860,22,0.009677419,1860,18,0,7,0,22226,0,0,1304,20922,63069,0,39843,23226
66197.86,13612.98,0,38509.17,14075.71,0.444180523,421,187,0.455142232,457,208,0.809302326,215,174,53148.21,0.497681607,647,322,0.522411128,647,338,0.50170068,588,295,0.250280584,891,223,93,0,175,0,175,124,149,152,134,88,59,22,695,476,0,0.590989923,1687,997,0.569057499,1687,960,2.14516129,62,133,268195.96,45.91,0,85430.53,182719.52,260132.14,0,121982.14,137016.66
43815.72,0,0,38464.45,5351.27,0.594444444,360,214,0.583783784,370,216,0.835443038,237,198,66704.85,0.382289417,463,177,0.382289417,463,177,0.244047619,504,123,0.077941176,680,53,25,0,78,0,76,60,89,148,164,91,26,4,452,308,3,0.342391304,3864,1323,0.325310559,3864,1257,0,1,0,188517.17,0,0,38603.93,149913.24,185879.08,0,98412.8,87466.28
48404.04,2149.9,0,38447.47,7806.67,0.973262032,187,182,0.976076555,209,204,0.780645161,155,121,43479.23,0.268292683,328,88,0.277439024,328,91,0.321052632,380,122,0.559055118,381,213,8,0,14,0,100,165,104,77,59,22,16,4,352,217,0,0.772727273,330,255,0.757575758,330,250,0.035714286,56,2,197135.22,33,394.3,41054.83,155653.09,196094.72,394.3,-27436.59,222935.8
61713.77,6138.3,0,38444.31,17131.16,0.432055749,287,124,0.417475728,309,129,0.709876543,162,115,28752,0.275789474,475,131,0.275789474,475,131,0.56187291,598,336,0.219633943,601,132,58,0,128,0,72,89,80,109,120,104,58,19,493,345,0,0.887556222,667,592,0.842578711,667,562,6.357142857,14,89,187270.22,112.72,0,72690.73,114466.77,175371.11,0,106603.93,68141.18
65216.85,19269.49,0,38429.98,7517.38,0.147286822,129,19,0.143884892,139,20,0.279069767,43,12,3617.5,0.326815642,358,117,0.349162011,358,125,0.376494024,502,189,0.461232604,503,232,79,1,112,0,58,73,89,72,83,52,27,14,376,284,0,0.44,1425,627,0.334035088,1425,476,0.25,16,4,70794.11,384.46,0,34947.5,35462.15,77061.45,0,50819.17,25153.03
50590.64,1931.72,0,38427.74,10231.18,0.821989529,191,157,0.763392857,224,171,0.891566265,83,74,29494.92,0.432432432,259,112,0.436293436,259,113,0.429429429,333,143,0.640483384,331,212,21,0,74,1,46,48,76,84,60,33,14,0,277,180,0,0.621669627,563,350,0.587921847,563,331,2,27,54,129847.06,213.14,0,30346.1,99287.82,126425.46,0,74753.93,50058.99
45914.3,0,0,38417.13,7497.17,0.902017291,347,313,0.907216495,388,352,0.637130802,237,151,46417.79,0.357009346,535,191,0.357009346,535,191,0.291851852,675,197,0.093446602,824,77,26,2,99,0,75,105,125,177,194,119,33,10,595,369,3,0.901098901,728,656,0.866758242,728,631,0,69,0,226661.23,0,0,41464.7,185196.53,243394.33,0,127292.35,116101.98
41925.61,0,571,38412.83,2941.78,0.872807018,228,199,0.865800866,231,200,0.729166667,192,140,37423.88,0.42506812,367,156,0.42506812,367,156,0.261728395,405,106,0.431654676,417,180,4,0,87,0,55,57,86,89,58,40,14,2,303,189,0,0.518686297,883,458,0.516421291,883,456,14,3,42,146739.26,0,0,44678.52,102060.74,147476.75,0,97256.38,50220.37
57830.13,0,0,38404.95,19425.18,0.934036939,1516,1416,0.93175853,1524,1420,0.206312548,1299,268,128125.57,0,1907,0,0,1907,0,0.183300395,2024,371,0.859017987,2057,1767,100,4,299,86,753,585,396,354,211,73,15,1,1693,1179,43,0.221038357,10324,2282,0.203796978,10324,2104,0,53,0,585492.71,0,0,23932.83,561559.88,596025.3,0,-9042.86,605068.16
46217.3,0,0,38336.8,7880.5,0,0,0,0.826086957,23,19,0.032258065,62,2,9970,0,168,0,0.053571429,168,9,0.198863636,176,35,1,193,193,30,0,34,0,38,81,43,34,13,6,3,1,172,115,0,0.240202276,791,190,0.221238938,791,175,0,2,0,20215.02,0,0,322.98,19892.04,62159.72,0,31307.48,30852.24
46500.62,0,0,38319.04,8181.58,0.797468354,237,189,0.792682927,246,195,0.812121212,165,134,33859.11,0.372839506,405,151,0.372839506,405,151,0.331140351,456,151,0.28,75,21,16,0,121,0,70,75,108,141,110,51,11,0,421,279,5,0.754098361,732,552,0.095628415,732,70,0,2,0,134090.75,0,0,38187.14,95903.61,132943.88,0,80566.79,52377.09
40132.9,0,0,38304,1828.9,0.734463277,177,130,0.607594937,237,144,0.831460674,89,74,28678.48,0.301324503,302,91,0.30794702,302,93,0.318537859,383,122,0.271356784,398,108,40,0,73,0,40,44,77,83,61,30,10,4,288,174,0,0,399,0,0,399,0,0.176470588,34,6,118508.98,0,0,34556.51,83952.47,132404.55,0,84072.56,48331.99
41382.02,0,0,38264.19,3117.83,0.535714286,168,90,0.507109005,211,107,0.496240602,133,66,10206.21,0.378881988,322,122,0.391304348,322,126,0.313351499,367,115,0.190104167,384,73,53,0,161,6,76,104,99,105,110,74,31,8,494,327,6,0.083333333,12,1,0.083333333,12,1,0.024390244,41,1,93954.2,0,0,42567.54,51386.66,115113.28,0,66709.41,48403.87
